商品名,原价,活动价,页面网址,月销量,图片地址,评论时间,评论人,评价内容,追评,追评时间,属性1,属性2,属性3
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuym9wxa5ggZvSo1zLdsaE8RXtESWVyDpXpiYuExu1cqgpLRBt25x2Kt5bf6uUyvVzuomPVsBEVn8NGEdhUwNCjLRxQ8hASUVLsbXXRjjkeBhq8Eti
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,无**8,手感很好很不错,,, 君子如兰棉麻 深蓝 35*178cm（适合桌长1.3-1.4米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuym9wxa5ggZvSo1zLdsaE8RXtG9Mp2xhwvqcfTsxdZzHCmF31eQDNHcNNtn3j9GpYaD5HHZpf89h4KG8RNDfp1rsdxvsZRKrtLGuH4xv5MTM3JSjt
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,q**6,物流速度很快，面聊很不错，颜色也很正，整体感觉高大上，推荐一下。,,, 鸿运连连棉麻 深蓝 35*240cm（适合桌长1.9-2.0米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i3/O1CN01Vy4KwO1N1AVZq2ddc_!!0-rate.jpg_110x10000q90.jpg_.webp",1个月前,t**0,颜色图案：一致 面料材质：很好！ ,,, 鸿运连连棉麻 深蓝 35*210cm（适合桌长1.6-1.7米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNQKW8dVkuMiWATcDLd5hkSfRaFH53A5sMUakfm3ZJEnFVcRSYGniFxoPGNzQZauDn5aeUQRtuGuaJbBtGfqiK8WkmZcVjwCW2ZeKEKgiVngng9CS1i3sWnEs6gB6cbXq8mQ9W3veWPxRwZEUnmF7wT5xPb,1个月前,t**4,整体评价：非常喜欢，非常满意！ 触摸手感：手感很好！ 颜色图案：非常喜欢 面料材质：很好，很满意！ ,,, 平安 棉麻 褐色（白边） 35*178cm（适合桌长1.3-1.4米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",2个月前,东**3,很不错，很厚实，质感很好，做工很不错,,, 鸿运连连棉麻 深蓝 35*300cm（适合桌长2.4-2.6米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg,11天前,一**居,我173的桌子，应该拍240的桌旗，不过也能用，颜色没有色差，很漂亮,,, 鸿运连连棉麻 深蓝 35*210cm（适合桌长1.6-1.7米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuymBBG98423u5KfhLqMZZWKkBp1YJm28hKajAujV3gKgvYkKkiWtyfbuZnc8KyPZYSp4dfU9RLa19bFTeMHsag2D2DUcUoK6vBifHkexCj3GCFt6u
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",2个月前,卓**q,第二次买了，质量很好，做工精细，完美,0天后追评实物与描述的一样，质量相当好，卖家态度也好，有问必答，发货速度杠杠的，值得购买哦,, 鸿运连连棉麻 褐色 支持无限长定制（请咨询）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuym9wxa5ggZvSo1zLdsaE8RXtEjJkKNoZ5JHFrWu1y2sdFrWmy16huWv7NMMSaPVt1dBYoagtS8jp88JnfAkuMDAja1w3RpySUAcJ9h3RAuzwYTgV
//gw.alicdn.com/imgextra/i1/O1CN017l4MNn2KBIb9tIUMS_!!0-rate.jpg_110x10000q90.jpg_.webp",1个月前,c**w,非常棒，质量很好，很nice！,,, 鸿运连连 棉麻 深蓝 套餐 桌旗35*300+餐垫42*36+4个9*9小杯垫,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg,1个月前,彩**飞,触摸手感：好 颜色图案：自己选的 面料材质：挺好 ,,, 君子如兰棉麻 米黄 35*178cm（适合桌长1.3-1.4米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNNH4KP9w4Cp6inTJuATVPTQ2rQNPqnQNNVM2VxVo3Cv4PhR6qNGiuitCmD3fqwcmY8GeBiCH3PVxEWvf3VTvhmFnZEcXUHB58pkJF8UoA3TJSBGPgu7K2sVX8dMJgEpqu6mXokqMaBT8EaxqmvfE3iCcp1
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",2个月前,木**三,物流很快，材料很好，做工精细，就是感觉稍微长了一点，其他都很好！,,, 鸿运连连棉麻 黄色 35*240cm（适合桌长1.9-2.0米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg,1个月前,心**2,做工还好，棉麻的，褶皱难平……包装还行，物流快。,,, 鸿运连连棉麻 麻色 35*178cm（适合桌长1.3-1.4米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNYohWiKvSxWbZVD37PzeSjdMEJXJ1nLYMGngjNEXPyc7BqT6Q8MaujLWnzQnkWNnXDsH1HgYVEwaTMcC1spBeAebZ6FNp3NMDDKuvAhNsPKAnkFifNdzrq5g8dEAnYcxRSRvhqaFEJvR6EJCQur6VFediR
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",2个月前,t**4,手工比较精致，颜色也挺正，跟我的餐桌挺搭配,,, 鸿运连连棉麻 深蓝 35*240cm（适合桌长1.9-2.0米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg,1个月前,通**娟,质量很一般，有点失望😞,1天后追评使用了一段时间整体感觉还不错 颜色和桌子很搭配 无色差 材质厚实,, 鸿运连连棉麻 深蓝 35*270cm（适合桌长2.2-2.3米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNYohWiKvSxWbZVD37PzeSjcneCHGoNHfyFLsSDy3j4pEqT6r21GZBfMeV6xe7KjBUUDU78kUU86qZTPN9CUgUNTBK7tKCFpdHoytL2KTf2pCmU9HrRdg3anaqKZbMbgtRH8aN2tucN1aZzScADZBjocu9b
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",3个月前,t**8,回购的，老板让买多一个放另外一个公司茶台。颜色跟茶台颜色搭配，脏了好擦净。茶旗颜值高又实用，超级喜欢！ ,,, 鸿运连连棉麻 褐色 35*240cm（适合桌长1.9-2.0米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,小**6,此用户没有填写评价。,1天后追评质量、颜色非常好,, 鸿运连连棉麻 深蓝 35*350cm（适合桌长2.9-3.1米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",2个月前,w**了,此用户没有填写评价。,1天后追评狠不错呢，尺寸刚刚好，和我桌子颜色也很搭，做工也挺精细的，没有发现有线头，还不赖,, 鸿运连连棉麻 深蓝 35*178cm（适合桌长1.3-1.4米）,,
桌旗中式新中式茶台布艺长条简约现代茶席防水茶桌布茶旗垫布定制,100,,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006:1125390690:N:NWuY/CBgyPQIWOh6FORhmFcY/nhQjzBG:a3d3876aa70841edb1f5db96009bd2db&ali_trackid=1_a3d3876aa70841edb1f5db96009bd2db&id=663758739325&spm=a230r.1.1957635.32,,http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNKzHte5Yyz5Uxv8fde1qrcc7pnBHkxpxHFKaQqXNW4zJXJ79Ds8E2muRGSNUib79Pt4MWZDUc1zrjsUk2Zya4n3Jmfk9iWAmMrrSJ2Wt75Dk792YTyFb9AdGPUrrnK5APj45FaDSstgY4gB9nn2auKXsQD,2个月前,a**4,卖家聊天记录不在了，说是电脑自动清除，发成交角的，说是系统默认的，合着所有的损失都是买家自己承担，我就呵呵了，真会做生意,2天后追评有责任的商家  有问题及时联系给到了解决方案  售后很给力 已处理好 也是老顾客了 商品整体还是不错的,, 平安 棉麻 深蓝（蓝边） 35*178cm（适合桌长1.3-1.4米）,,
